"ticker","name","date","open","high","low","close","adjusted close","volume"
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-04 09:30:00-05:00",19.61000061035156,19.61000061035156,19.61000061035156,19.61000061035156,19.61000061035156,0
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-04 10:30:00-05:00",19.450000762939453,19.700000762939453,19.450000762939453,19.700000762939453,19.700000762939453,1711
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-04 15:30:00-05:00",19.6200008392334,19.63999938964844,19.6200008392334,19.63999938964844,19.63999938964844,672
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-04 16:00:00-05:00",19.62,19.62,19.62,19.62,19.62,0
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-05 09:30:00-05:00",19.65999984741211,19.739999771118164,19.65999984741211,19.739999771118164,19.739999771118164,1500
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-05 11:30:00-05:00",19.25,19.8700008392334,19.25,19.8700008392334,19.8700008392334,3470
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-05 12:30:00-05:00",19.76000022888184,20.780000686645508,18.920000076293945,19.31999969482422,19.31999969482422,17825
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-05 13:30:00-05:00",19.549999237060547,19.57999992370605,19.270000457763672,19.270000457763672,19.270000457763672,2199
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-05 14:30:00-05:00",19.64139938354492,19.75300025939941,19.45499992370605,19.65999984741211,19.65999984741211,6321
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-05 15:30:00-05:00",19.65999984741211,19.780000686645508,19.65999984741211,19.780000686645508,19.780000686645508,334
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-05 16:00:00-05:00",19.76,19.76,19.76,19.76,19.76,0
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-06 09:30:00-05:00",20.0,21.100000381469727,20.0,21.09000015258789,21.09000015258789,2151
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-06 11:30:00-05:00",20.964599609375,21.09000015258789,20.959999084472656,20.959999084472656,20.959999084472656,1399
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-06 12:30:00-05:00",21.11000061035156,21.700000762939453,21.11000061035156,21.6200008392334,21.6200008392334,4374
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-06 13:30:00-05:00",21.850000381469727,21.850000381469727,21.850000381469727,21.850000381469727,21.850000381469727,479
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-06 14:30:00-05:00",21.979999542236328,22.062000274658203,21.809999465942383,21.850000381469727,21.850000381469727,2767
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-06 15:30:00-05:00",21.924999237060547,22.0,20.200000762939453,21.479999542236328,21.479999542236328,1257
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-06 16:00:00-05:00",21.0,21.0,21.0,21.0,21.0,0
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-07 09:30:00-05:00",21.3799991607666,21.88999938964844,21.3799991607666,21.799999237060547,21.799999237060547,3850
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-07 11:30:00-05:00",21.799999237060547,21.850000381469727,21.799999237060547,21.850000381469727,21.850000381469727,613
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-07 12:30:00-05:00",21.98500061035156,21.98500061035156,21.98500061035156,21.98500061035156,21.98500061035156,102
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-07 13:30:00-05:00",21.98990058898925,22.309999465942383,21.979999542236328,22.0,22.0,6002
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-07 14:30:00-05:00",21.979999542236328,21.979999542236328,21.979999542236328,21.979999542236328,21.979999542236328,268
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-07 15:30:00-05:00",22.0,22.0,21.979999542236328,21.979999542236328,21.979999542236328,1319
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-07 16:00:00-05:00",22.0,22.0,22.0,22.0,22.0,1078
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-08 09:30:00-05:00",21.934999465942383,21.934999465942383,21.31999969482422,21.31999969482422,21.31999969482422,0
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-08 10:30:00-05:00",21.209999084472656,21.700000762939453,21.209999084472656,21.575000762939453,21.575000762939453,3162
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-08 11:30:00-05:00",21.5,21.66469955444336,21.06999969482422,21.06999969482422,21.06999969482422,4804
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-08 12:30:00-05:00",21.11000061035156,21.11000061035156,21.100000381469727,21.100000381469727,21.100000381469727,360
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-08 13:30:00-05:00",21.100000381469727,21.100000381469727,21.100000381469727,21.100000381469727,21.100000381469727,481
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-08 14:30:00-05:00",21.100000381469727,21.100000381469727,21.100000381469727,21.100000381469727,21.100000381469727,465
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-08 15:30:00-05:00",21.1299991607666,21.1299991607666,21.1299991607666,21.1299991607666,21.1299991607666,603
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-08 16:00:00-05:00",21.24,21.24,21.24,21.24,21.24,0
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-11 09:30:00-05:00",21.3700008392334,21.3700008392334,20.80500030517578,21.0,21.0,6466
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-11 10:30:00-05:00",20.924999237060547,20.924999237060547,20.799999237060547,20.799999237060547,20.799999237060547,1792
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-11 11:30:00-05:00",20.670000076293945,20.670000076293945,20.670000076293945,20.670000076293945,20.670000076293945,190
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-11 12:30:00-05:00",20.81629943847656,20.855199813842773,20.81629943847656,20.855199813842773,20.855199813842773,2198
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-11 14:30:00-05:00",21.030000686645508,21.200000762939453,21.030000686645508,21.200000762939453,21.200000762939453,1395
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-11 16:00:00-05:00",21.0,21.0,21.0,21.0,21.0,1480
"MYFW","First Western Financial, Inc. - Common Stock","2021-01-12 09:30:00-05:00",21.01000022888184,21.190000534057617,20.8700008392334,20.90999984741211,20.90999984741211,0
