"ticker","name","date","open","high","low","close","adjusted close","volume"
"OBLG","Oblong Inc. - Common Stock","2021-01-04 09:30:00-05:00",5.130000114440918,5.130000114440918,5.020100116729736,5.070099830627441,5.070099830627441,0
"OBLG","Oblong Inc. - Common Stock","2021-01-04 10:30:00-05:00",5.079999923706055,5.130000114440918,5.060100078582764,5.060100078582764,5.060100078582764,4831
"OBLG","Oblong Inc. - Common Stock","2021-01-04 11:30:00-05:00",5.060100078582764,5.102000236511231,5.041500091552734,5.041500091552734,5.041500091552734,8080
"OBLG","Oblong Inc. - Common Stock","2021-01-04 12:30:00-05:00",5.03000020980835,5.069900035858154,4.960000038146973,4.960000038146973,4.960000038146973,16023
"OBLG","Oblong Inc. - Common Stock","2021-01-04 13:30:00-05:00",4.949999809265137,4.9679999351501465,4.909999847412109,4.930099964141846,4.930099964141846,11656
"OBLG","Oblong Inc. - Common Stock","2021-01-04 14:30:00-05:00",4.940000057220459,5.03000020980835,4.940000057220459,4.990099906921387,4.990099906921387,3249
"OBLG","Oblong Inc. - Common Stock","2021-01-04 15:30:00-05:00",4.989999771118164,5.02400016784668,4.940000057220459,4.940000057220459,4.940000057220459,0
"OBLG","Oblong Inc. - Common Stock","2021-01-05 08:00:00-05:00",4.95,4.95,4.95,4.95,4.95,0
"OBLG","Oblong Inc. - Common Stock","2021-01-05 09:30:00-05:00",4.820000171661377,4.989999771118164,4.800000190734863,4.880000114440918,4.880000114440918,50535
"OBLG","Oblong Inc. - Common Stock","2021-01-05 10:30:00-05:00",4.923999786376953,5.03000020980835,4.889999866485596,4.949999809265137,4.949999809265137,11800
"OBLG","Oblong Inc. - Common Stock","2021-01-05 11:30:00-05:00",4.960000038146973,5.039999961853027,4.929999828338623,4.940000057220459,4.940000057220459,3011
"OBLG","Oblong Inc. - Common Stock","2021-01-05 12:30:00-05:00",4.940000057220459,5.130000114440918,4.929999828338623,5.092199802398682,5.092199802398682,7653
"OBLG","Oblong Inc. - Common Stock","2021-01-05 13:30:00-05:00",5.110000133514404,5.420000076293945,5.110000133514404,5.230000019073486,5.230000019073486,51799
"OBLG","Oblong Inc. - Common Stock","2021-01-05 14:30:00-05:00",5.244999885559082,5.400000095367432,5.199999809265137,5.393400192260742,5.393400192260742,7937
"OBLG","Oblong Inc. - Common Stock","2021-01-05 15:30:00-05:00",5.400000095367432,5.400000095367432,5.360000133514404,5.360000133514404,5.360000133514404,2681
"OBLG","Oblong Inc. - Common Stock","2021-01-05 16:00:00-05:00",5.4,5.4,5.4,5.4,5.4,101
"OBLG","Oblong Inc. - Common Stock","2021-01-06 09:30:00-05:00",5.130000114440918,5.230000019073486,5.130000114440918,5.179999828338623,5.179999828338623,0
"OBLG","Oblong Inc. - Common Stock","2021-01-06 10:30:00-05:00",5.190000057220459,5.269999980926514,5.190000057220459,5.210000038146973,5.210000038146973,10083
"OBLG","Oblong Inc. - Common Stock","2021-01-06 11:30:00-05:00",5.21999979019165,5.300000190734863,5.21999979019165,5.239999771118164,5.239999771118164,10545
"OBLG","Oblong Inc. - Common Stock","2021-01-06 12:30:00-05:00",5.239999771118164,5.25,5.199999809265137,5.199999809265137,5.199999809265137,8637
"OBLG","Oblong Inc. - Common Stock","2021-01-06 13:30:00-05:00",5.210000038146973,5.210000038146973,5.110000133514404,5.110000133514404,5.110000133514404,11000
"OBLG","Oblong Inc. - Common Stock","2021-01-06 14:30:00-05:00",5.090000152587891,5.099999904632568,4.929999828338623,5.049900054931641,5.049900054931641,18807
"OBLG","Oblong Inc. - Common Stock","2021-01-06 15:30:00-05:00",4.96999979019165,5.049900054931641,4.900000095367432,4.900000095367432,4.900000095367432,13527
"OBLG","Oblong Inc. - Common Stock","2021-01-06 16:00:00-05:00",4.9,4.9,4.9,4.9,4.9,697
"OBLG","Oblong Inc. - Common Stock","2021-01-07 09:30:00-05:00",4.900000095367432,4.992499828338623,4.809999942779541,4.809999942779541,4.809999942779541,0
"OBLG","Oblong Inc. - Common Stock","2021-01-07 10:30:00-05:00",4.879000186920166,4.909999847412109,4.829999923706055,4.869999885559082,4.869999885559082,9655
"OBLG","Oblong Inc. - Common Stock","2021-01-07 11:30:00-05:00",4.889999866485596,4.949999809265137,4.860000133514404,4.949999809265137,4.949999809265137,24389
"OBLG","Oblong Inc. - Common Stock","2021-01-07 12:30:00-05:00",4.914999961853027,5.099999904632568,4.829999923706055,4.9095001220703125,4.9095001220703125,73306
"OBLG","Oblong Inc. - Common Stock","2021-01-07 13:30:00-05:00",4.860000133514404,4.869999885559082,4.800000190734863,4.800000190734863,4.800000190734863,11838
"OBLG","Oblong Inc. - Common Stock","2021-01-07 14:30:00-05:00",4.82889986038208,4.849999904632568,4.71999979019165,4.71999979019165,4.71999979019165,13685
"OBLG","Oblong Inc. - Common Stock","2021-01-07 15:30:00-05:00",4.730000019073486,4.78000020980835,4.699999809265137,4.699999809265137,4.699999809265137,11460
"OBLG","Oblong Inc. - Common Stock","2021-01-07 16:00:00-05:00",4.7,4.7,4.7,4.7,4.7,0
"OBLG","Oblong Inc. - Common Stock","2021-01-08 08:00:00-05:00",4.7,4.7,4.7,4.7,4.7,0
"OBLG","Oblong Inc. - Common Stock","2021-01-08 09:30:00-05:00",4.710000038146973,4.869999885559082,4.442699909210205,4.449999809265137,4.449999809265137,59263
"OBLG","Oblong Inc. - Common Stock","2021-01-08 10:30:00-05:00",4.460000038146973,4.639999866485596,4.440000057220459,4.630000114440918,4.630000114440918,10892
"OBLG","Oblong Inc. - Common Stock","2021-01-08 11:30:00-05:00",4.639999866485596,4.739999771118164,4.545000076293945,4.670000076293945,4.670000076293945,22084
"OBLG","Oblong Inc. - Common Stock","2021-01-08 12:30:00-05:00",4.730000019073486,4.739999771118164,4.579999923706055,4.610099792480469,4.610099792480469,22448
"OBLG","Oblong Inc. - Common Stock","2021-01-08 13:30:00-05:00",4.610000133514404,4.679999828338623,4.570000171661377,4.650000095367432,4.650000095367432,11393
"OBLG","Oblong Inc. - Common Stock","2021-01-08 14:30:00-05:00",4.610000133514404,4.75,4.610000133514404,4.699999809265137,4.699999809265137,24694
"OBLG","Oblong Inc. - Common Stock","2021-01-08 15:30:00-05:00",4.699999809265137,4.730000019073486,4.650000095367432,4.71999979019165,4.71999979019165,14721
"OBLG","Oblong Inc. - Common Stock","2021-01-08 16:00:00-05:00",4.68,4.68,4.67,4.67,4.67,0
"OBLG","Oblong Inc. - Common Stock","2021-01-11 09:30:00-05:00",4.519999980926514,4.659999847412109,4.360000133514404,4.389999866485596,4.389999866485596,42022
"OBLG","Oblong Inc. - Common Stock","2021-01-11 10:30:00-05:00",4.429999828338623,4.449999809265137,4.349999904632568,4.449999809265137,4.449999809265137,27422
"OBLG","Oblong Inc. - Common Stock","2021-01-11 11:30:00-05:00",4.409999847412109,4.449999809265137,4.409999847412109,4.449999809265137,4.449999809265137,19377
"OBLG","Oblong Inc. - Common Stock","2021-01-11 12:30:00-05:00",4.429999828338623,4.5,4.421000003814697,4.5,4.5,28027
"OBLG","Oblong Inc. - Common Stock","2021-01-11 13:30:00-05:00",4.5,4.599999904632568,4.480100154876709,4.520699977874756,4.520699977874756,13207
"OBLG","Oblong Inc. - Common Stock","2021-01-11 14:30:00-05:00",4.519999980926514,4.590000152587891,4.480000019073486,4.53000020980835,4.53000020980835,12435
