"ticker","name","date","open","high","low","close","adjusted close","volume"
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-07 09:30:00-05:00",10.0,10.100000381469728,9.579999923706056,10.100000381469728,10.100000381469728,0
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-07 10:30:00-05:00",10.100000381469728,10.100000381469728,10.06999969482422,10.06999969482422,10.06999969482422,33001
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-07 11:30:00-05:00",10.06999969482422,10.079999923706056,10.06999969482422,10.06999969482422,10.06999969482422,21517
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-07 12:30:00-05:00",10.100000381469728,10.119999885559082,10.06999969482422,10.119999885559082,10.119999885559082,6868
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-07 13:30:00-05:00",10.119999885559082,10.139699935913086,10.119999885559082,10.139699935913086,10.139699935913086,789
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-07 14:30:00-05:00",10.109999656677246,10.140000343322754,10.10990047454834,10.119999885559082,10.119999885559082,600
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-07 15:30:00-05:00",10.119999885559082,10.119999885559082,10.109999656677246,10.109999656677246,10.109999656677246,500
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-07 16:00:00-05:00",10.16,10.16,10.16,10.16,10.16,100
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-08 09:00:00-05:00",10.7499,10.75,10.7499,10.75,10.75,0
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-08 09:30:00-05:00",10.68000030517578,10.68000030517578,10.029999732971191,10.074999809265137,10.074999809265137,19087
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-08 10:30:00-05:00",10.109999656677246,10.119999885559082,10.06999969482422,10.119999885559082,10.119999885559082,5506
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-08 11:30:00-05:00",10.09000015258789,10.140000343322754,10.079999923706056,10.140000343322754,10.140000343322754,6628
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-08 12:30:00-05:00",10.1899995803833,10.3100004196167,10.130000114440918,10.171600341796877,10.171600341796877,34680
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-08 13:30:00-05:00",10.149999618530272,10.1899995803833,10.119999885559082,10.149999618530272,10.149999618530272,11501
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-08 14:30:00-05:00",10.141300201416016,10.170000076293944,10.119999885559082,10.149999618530272,10.149999618530272,19373
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-08 15:30:00-05:00",10.119999885559082,10.149999618530272,10.09000015258789,10.149999618530272,10.149999618530272,2592
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-08 16:00:00-05:00",10.14,10.14,10.14,10.14,10.14,210
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-11 09:00:00-05:00",10.12,10.12,10.0817,10.0817,10.0817,0
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-11 09:30:00-05:00",10.359999656677246,10.359999656677246,10.081600189208984,10.119999885559082,10.119999885559082,16298
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-11 10:30:00-05:00",10.109999656677246,10.130000114440918,10.109999656677246,10.130000114440918,10.130000114440918,15839
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-11 11:30:00-05:00",10.140000343322754,10.199999809265137,10.119999885559082,10.199999809265137,10.199999809265137,4912
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-11 12:30:00-05:00",10.179499626159668,10.179499626159668,10.179499626159668,10.179499626159668,10.179499626159668,468
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-11 13:30:00-05:00",10.199999809265137,10.199999809265137,10.19499969482422,10.199999809265137,10.199999809265137,2115
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-12 09:30:00-05:00",10.25,10.25,10.170000076293944,10.220000267028809,10.220000267028809,0
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-12 10:30:00-05:00",10.210000038146973,10.350000381469728,10.199999809265137,10.25,10.25,38894
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-12 11:30:00-05:00",10.216500282287598,10.270000457763672,10.216500282287598,10.260000228881836,10.260000228881836,5659
"LNFA","L&amp;F Acquisition Corp. Class A Ordinary Shares","2021-01-12 12:30:00-05:00",10.260000228881836,10.279999732971191,10.260000228881836,10.279999732971191,10.279999732971191,5526
